著作id,出版著作名称,著作类别,ISBN号,编辑,出版时间,总字数（万字）,国家/地区,语种,出版社,全文地址,署名单位,归属二级单位编码,归属二级单位名称,其他署名单位,成员信息,校内成员账号
1648,Finance and Strategy Inside China,编著,ISBN 978-981-13-2841-1,,2019-03-31,20.0,,外文,Springer,,中山大学,,,,刘光友（005571）、王晓晖（020158）,020158
1649,文学的通见,专著,978-7-5550-2531-3,,2020-12-31,18.0,,,海峡文艺出版社,,中山大学,,,,谢有顺（060026）,060026
1650,旅游影响研究与管理——一种综合方法（译著）,译著,978-7-100-17767-2,,2019-12-01,32.2,中国,中文,商务印书馆,,中山大学,40000.0,旅游学院,,陈钢华（150167）、翁时秀（116641）、梁增贤（120265）,150167、120265
1651,《实践哲学评论》第四辑,编著,978-7-306-06699-2,,2019-11-01,40.0,中国,中文,中山大学出版社,,中山大学,11300.0,哲学系,,徐长福（020126）,020126
1652,GlobalSoilMap - Digital Soil Mapping from Country to Globe,专著,9781351239707,,2017-11-22,0.5,,外文,CRC Press,https://www.taylorfrancis.com/books/e/9781351239707/chapters/10.1201/9781351239707-11,,,,,上官微（160193）,160193
1653,现代社区概论（第三版）,教材,978-7-306-09-5996-3,,2017-03-01,38.0,中国,中文,中山大学出版社,,中山大学,,,,黎熙元（004559）,004559
1654,现代分离科学,教材,978-7-122-30157-4,,2017-09-15,47.5,,中文,化学工业出版社,,其他,,,南京大学,胡玉玲（020125）、肖小华（050184）、张卓旻（090055）、胡玉斐（100147）、杜卓（120203）、李攻科（005061）,020125、050184、090055、100147、005061
1655,学术博客用户行为：理论模型与实证研究,专著,978-7-03-047523-7,,2016-03-28,23.7,,,科学出版社,,中山大学,,,,甘春梅（130247）,130247
1656,香港特别行政区司法权与终审权问题研究,专著,978-962-04-4782-2,,2021-04-01,25.0,中国香港,,三联书店（香港）有限公司,,中山大学,,,,郭天武（006132）、陈雪珍（176270）、严林雅（220523）,006132
1657,大洋洲蓝皮书：大洋洲发展报告2019-2020,编著,978-7-5201-7893-8,,2021-02-01,24.3,中国,中文,中国社会科学文献出版社,,中山大学,,,,喻常森（005116）、费晟（120247）,120247
1658,中药大品种复方血栓通胶囊的研究,专著,978-7-306-06816-3,,2020-06-03,49.8,,,中山大学出版社,,中山大学,,,,苏薇薇（006654）、龙超峰、刘宏（176256）、姚宏亮（167219）、李泮霖（167335）、彭维（069063）,006654
1659,商业伦理学案例教学设计——混合学习教学模式创新改革,编著,978-7-306-06472-1,,2018-11-01,10.0,中国,中文,中山大学出版社,,中山大学,,,,郭佩文、曾栋、颜海娜、刘劲宇、袁清瑞（006497）,006497
1660,《广州市公共图书馆条例》解读,编著,978-7-218-10259-7,,2015-08-08,28.0,,,广东人民出版社,,中山大学,,,,潘燕桃（004645）、彭小群,004645
1661,中国营商环境报告（2020）,编著,9787520168687,,2020-08-01,10.0,中国,,社会科学文献出版社,,中山大学,,,,徐现祥（040093）、毕青苗（216720）、马晶（15110016）,040093
1662,《穀梁》政治伦理探微：以“贤”的判断为讨论中心,专著,ISBN 978-7-101-14232-7,黎汉基,2019-12-01,87.0,中国,中文,中华书局,,中山大学,13000.0,政治与公共事务管理学院,,黎汉基（030149）,030149
1663,自然权利的遗产——福利权问题与现代政治秩序,专著,978-7-100-16022-3,,2018-06-01,25.3,,,商务印书馆,,中山大学,,,,谭安奎（050185）,050185
1664,文化对话：中美非物质文化遗产论坛,编著,978-7-306-06228-4,,2017-11-01,65.5,,,中山大学出版社,,中山大学,,,,宋俊华（020067）,020067
1665,2018-2019图书馆学学科发展报告,专著,9787504685209,,2020-09-30,36.0,,,中国科学技术出版社,,中山大学,,,,刘菡（186578）、赵心、张靖（080120）,080120
1666,实践哲学评论（第3辑）,编著,978-7-306-06236-9,,2017-12-01,40.0,,,中山大学出版社,,中山大学,,,,徐长福（020126）,020126
1667,河西走廊濒危藏语东纳话研究（中国语言文学文库·学人文库）,专著,978-7-306-06497-4,,2018-12-15,30.0,中国,中文,中山大学出版社,新港西路135号中山大学中文堂715,中山大学,,,,邵明园（160199）,160199
1668,医药卫生科技的政府规制研究——以广东省为例,专著,978-7-5194-6286-4,,2021-09-01,14.0,,中文,光明日报出版社,,中山大学,51000.0,公共卫生学院,,胡汝为（080117）,080117
1669,全科医学临床管理指南《Practical General Practice》第2章：Long-term conditions（7-10页）,编著,978-0-7020-5552-2,,2019-10-18,34.6,,外文,Elsevier,,其他,,,"Milton Keynes, UK","Mercer, SW、王皓翔（150178）",150178
1670,医学心理学,教材,978-756-806-331-9,,2020-07-01,48.7,,中文,华中科技大学出版社,,中山大学,51000.0,公共卫生学院,,马存根、王枫、王娟、李秀红（014181）、余毅震、宋然然、陈端颖、荆雷、胡乐炜、韩娟、程坤、蒙衡、静进（014148）、谭成万,014181
1671,3D and 4D printing in biomedical applications,专著,9783527344437,陆明,2019-01-23,0.0,英国,外文,WILEY-VCH,https://www.wiley.com/en-gb/3D+and+4D+Printing+in+Biomedical+Applications%3A+Process+Engineering+and+Additive+Manufacturing-p-9783527344437,中山大学,,,,陆明（070164）,070164
1672,合作博弈：社会政策视角下的政府与社会组织,专著,978-7-8117-3863-3,,2020-05-05,22.6,中国,中文,中央编译出版社,,中山大学,,,,黎熙元（004559）,004559
1673,化学品毒性全书,编著,978-7-5439-7944-4,董光辉,2020-06-28,271.6,中国,中文,上海科学技术文献出版社,,中山大学,,,,董光辉（140011）,140011
1674,医学统计学实习指导,教材,9787306069429,,2020-09-01,33.0,,中文,中山大学出版社,,中山大学,51000.0,公共卫生学院,,陈雯（130278）、吴少敏（014075）、杜志成（220562）、赖颖斯（160234）、张晋昕（030031）、林爱华（014032）、郝春（140031）、郝元涛（014178）、郭艳（120024）、顾菁（110079）、凌莉（014081）、曾芳芳（014041）、廖婧（180404）,130278、220562、160234、030031、140031、110079、014081、180404
1675,参禅有道,专著,978-7-5325-9776-5,,2020-11-20,19.6,中国,,上海古籍出版社,,中山大学,,,,冯焕珍（005770）,005770
1676,Machine Learning for Future Wireless Communications,专著,1119562252,,2019-12-19,50.0,,外文,Wiley-IEEE Press,https://www.amazon.com/-/zh/dp-B08319NCRG/dp/B08319NCRG/ref=mt_other?_encoding=UTF8&me=&qid=1608355300,中山大学,76120.0,电子与信息工程学院（微电子学院）,,张琳（030085）、Zhiqiang Wu、Lieliang Yang,030085
1677,2016年古籍保护与修复国际学术研讨会论文海报集,编著,9787559806765,程焕文,2018-03-01,35.0,中国,中文,广西师范大学出版社,,中山大学,,,,程焕文（001372）、林明（006803）、邱蔚晴（020120）,001372
1678,Practical Guide to Hot-Melt Extrusion: Continuous Manufacturing and Scale-Up Methodologies,专著,9781910242650,,2015-07-21,0.0,英国,外文,"SmithersRapra, UK",,,,,,陆明（070164）,070164
1679,我们如何思维,译著,9787567596665,,2020-01-01,18.3,,,华东师范大学出版社,,中山大学,,,,马明辉（160251）,160251
1680,Zhu Xi and Meister Eckhart: Two Intellectual Profiles,专著,9789042932135,,2016-08-01,15.0,,外文,Leuven: Peeters,,中山大学,,,,郑淑红（180368）,180368
1681,湖南江永碑刻集初编,编著,978-7-218-13210-5,吴滔,2018-12-01,74.0,中国,中文,广东人民出版社,,中山大学,11200.0,历史学系,,吴滔（050058）、于薇（100031）,050058、100031
1682,移植、升级与本土化成长——东莞石龙电子信息产业集群成长模式研究,专著,978-721-806-857-2,,2010-04-01,24.5,中国,中文,广东人民出版社,,中山大学,14000.0,管理学院（创业学院）,,朱仁宏（006543）,006543
1683,生命的时钟,专著,9787542872906,,2020-07-01,24.0,,中文,上海科技教育出版社,,中山大学,,,,郭金虎（100011）,100011
1684,中国公共政策评论（第14卷）,编著,9787100165556,,2018-11-01,22.0,,,商务印书馆,,中山大学,,,,岳经纶（040072）,040072
1685,无机化学(上册),教材,978-7-03-064045-1,,2019-12-15,53.5,,,科学出版社,,中山大学,,,,乔正平（006634）、龚孟濂（000624）、巢晖（006703）、林志强（050044）、赵修毅（050042）、梁宏斌（B00296）,006634、006703、050044、050042
1686,岭南特色中药化橘红的研究,专著,978-7-306-06813-2,,2020-06-17,33.0,中国,,中山大学出版社,,中山大学,,,,苏薇薇（006654）、李泮霖（167335）、苏畅、王永刚（020144）、彭维（069063）、李沛波（040101）、杨翠平、吴灏（207079）、姚宏亮（167219）,006654、020144、040101
1687,城市化过程与CO2排放的作用机理及效应研究,专著,978-7-306-07018-0,,2020-12-01,33.5,中国,中文,中山大学出版社,,中山大学,,,,王少剑（150183）,150183
1688,精典名家小说文库,编著,9787521200935,,2019-07-31,150.0,,,作家出版社,,中山大学,,,,谢有顺（060026）,060026
1689,中国干旱半干旱区高分辨率气象资料同化系统建立与评估应用,专著,978-7-5029-7324-7,,2020-11-01,19.5,中国,中文,气象出版社,,中山大学,,,,文小航、朱献（220531）、郑志远（196492）、廖小罕、董文杰（150055）、吕世华,220531、150055
1690,在历史中寻找中国——关于区域史研究认识论的对话,专著,978-7-5473-0966-7,,2016-09-01,10.5,中国,,东方出版中心,,中山大学,,,,刘志伟（001235）,001235
1691,儿童安全教育：意外伤害的预防及处理,专著,978-7-5454-1300-7,,2012-06-30,11.7,中国,,广东经济出版社,,中山大学,,,,赵娟娟（100150）,100150
1692,Ambient Air Pollution and Health Impact in China,专著,0065-2598,,2019-02-15,7.2,,,Springer,,,,,,林华亮（170213）,170213
1693,中药柏子仁基于计算化学基因组学的研究,专著,978-7-306-07153-8,,2021-03-01,20.8,,,中山大学出版社,,中山大学,,,,苏薇薇（006654）、刘海滨（11110473）、解向群、王永刚（020144）、王利荣,006654、020144
1694,国家治理能力现代化框架下的公共卫生应急管理体系研究,专著,978-7-5203-9298-3,,2021-12-01,22.0,,中文,中国社会科学出版社,,中山大学,51000.0,公共卫生学院,,胡汝为（080117）,080117
1695,给孩子讲相对论,专著,9787535797223,,2018-03-01,8.0,,,湖南科学技术出版社,,中山大学,,,,李淼、王爽（180376）,180376
1696,"Towards Sustainable Chemical Processes: Applications of Sustainability Assessment and Analysis, Design and Optimization, and Hybridization and Modulation",专著,9780128183762,,2020-08-01,12.0,英国,外文,Elsevier,https://www.sciencedirect.com/book/9780128183762/towards-sustainable-chemical-processes,中山大学,,,,何畅（150058）,150058
1697,《预防医学》第七版,教材,978-7-117-26641-3,,2017-08-01,88.8,中国,,人民卫生出版社,,中山大学,,,,杨燕（050190）,050190
1698,基于漏洞特征学习的软件质量改进机制研究,专著,978-7-5141-9485-2,,2020-02-12,24.0,中国,中文,经济科学出版社,,中山大学,,,,彭建平（006290）,006290
1699,《神经遗传病学》第3版,编著,978-7-117-14228-1,,2011-06-01,123.4,中国,中文,人民卫生出版社,,中山大学,50000.0,中山医学院,,郭奕斌（011005）,011005
1700,Anti-language:  A Discourse Analysis of Marginality,专著,978-0-9957226-9-9,,2021-06-30,9.4,,,"Leoman Publishing CO., Ltd.",,中山大学,,,,丁建新（020131）,020131
1701,中国议会百年史,专著,978-986-350-370-5,,2019-11-23,28.0,中国台湾,中文,台湾大学出版中心,,中山大学,,,,孙宏云（005598）,005598
1702,"《中国功夫》(Chinese Kungfu: Masters,Schools and combats,2010)",译著,978-622-290-015-1,,2021-09-17,4.2,伊朗,外文,Negahe Moaser,,中山大学,,,,穆凯（197010）、曾记（120227）,120227
1703,中国公共政策评论,编著,9787100157117,,2017-12-01,24.0,,,商务印书馆,,中山大学,,,,岳经纶（040072）、朱亚鹏（006398）,040072、006398
1704,既无君子，何以天下,专著,979-11-951949-9-5 93100,,2017-04-25,12.0,韩国,外文,Aporia,,中山大学,,,,陈建洪（150057）,150057
1705,地球科学大数据挖掘与机器学习,专著,978-7-306-06409-7,,2018-11-11,60.0,中国,中文,中山大学出版社,,中山大学,,,,周永章（006483）、张良均、张奥多、王俊,006483
1706,"CHAPTER 7. Innovative Sulphur-based wastewater treatment. In Biological Wastewater Treatment: Principles, Modelling and Design (2nd Edition)",编著,9781789060355,,2020-07-15,2.2,,外文,IWA publishing,,中山大学,,,,吕慧（120005）、吴镝、郝天伟、Ho Kwong Chui、Geoge A. Ekama、Mark C.M. van Loosdrecht、陈光浩,120005
1707,唐诗（西泠印社）,编著,？,,2018-07-01,10.0,,,西泠印社出版社,,,,,,陈斯鹏（050155）,050155
1708,卓庐古文字学丛稿,专著,978-7-5475-1364-4,陈斯鹏,2018-05-01,29.4,,,中西书局,,,,,,陈斯鹏（050155）,050155
1709,生态学实验教程,教材,978-7-306-05145-5,,2015-01-01,30.0,中国,,中山大学出版社,,中山大学,,,,张北壮、蒙子宁、陈宝明（080052）、黄立南、李金天,080052
1710,隆兴佛教编年通论,编著,9787218141060,,2020-02-01,38.0,,中文,广东人民出版社,,中山大学,11100.0,中国语言文学系,,杨权（004073）,004073
1711,近代东西思想交流中的西学东渐,编著,978-986-05-1111-6,,2016-12-01,12.0,中国台湾,中文,台湾中央研究院中国文哲研究所,,中山大学,,,,林维杰、廖钦彬（150013）,150013
1712,珠江流域广西主要江河鱼类资源调查与研究,编著,978-7-03-062153-5,李桂峰,2020-03-01,37.6,,,科学出版社,,中山大学,,,,李桂峰（070103）、曾雷、刘丽、何安尤、翁少萍（006457）、赖瀚（07304958）、周磊、韩耀全、汪功培（16212542）、郭丁力（15110492）、邹柯姝、王大鹏、毕胜、孙际佳、陈晓汉、刘爽、陈骁、施军、戴嘉格、彭敏、阮惠婷、吴伟军、雷建军、李育森、陈肖丽（17110484）、刘宣歌、苏玉芹（19213124）、易华东（19213134）、赵晓品（17212948）,070103
1713,学海堂与汉宋学之浙粤递嬗,专著,978-7-5097-9301-5,,2016-07-01,28.9,中国,中文,社会科学文献出版社,,中山大学,,,,於梅舫（110145）,110145
1714,"Plasma Fluidized Bed, Changming",专著,978-9811058196,,2018-05-10,18.0,,外文,Springer,,,,,,杜长明（060181）、仇荣亮（8200001）、阮菊俊（140051）,060181、140051
1715,《全粤诗》（第二十册）,编著,9787536261211,,2017-03-01,65.0,,,广东岭南美术出版社,,中山大学,,,,杨权（004073）,004073
1716,高校网球教学与改革新论,专著,978-7-5670-1541-8,,2017-08-08,17.7,,,中国海洋大学出版社,,,,,,周才（006721）,006721
1717,左传选读（国学微课堂）,编著,978-7-5675-1617-5,,2014-07-01,10.5,,,华东师范大学出版社,,中山大学,,,,李南晖（006765）,006765
1718,风土与道德之间——和辻哲郎思想研究,专著,978-7-5-60-9467-2,,2018-08-31,18.5,,,东方出版社,,中山大学,,,,朱坤容（120290）,120290
1719,Global Reintroduction Perspectives: 2018 - Lessons learned from the reintroduction of the Chinese giant salamander,编著,978-2-8317-1901-6,,2018-05-30,10.0,,外文,IUCN/SSC Reintroduction Specialist Group & Environment Agency-Abu Dhabi,,中山大学,,,,张璐（220535）、张红星、王启军、Ian Recchio、Jessi Krebs、Diane Barber、Andrew J. Kouba,220535
1720,Restaurant Chains in China:The Dilemma of Standardisation versus Authenticity,专著,978-981-13-0985-4,,2018-10-01,12.0,英国,外文,Palgrave macmillan,,中山大学,,,,曾国军（050149）,050149
1721,近代日本哲学中的田边元哲学：比较哲学与跨文化哲学的视点,专著,978-7-100-17463-3,廖钦彬,2019-06-01,19.0,中国,中文,商务印书馆,,中山大学,,,,廖钦彬（150013）,150013
