专家id,专家账号,专家姓名,职称,单位,一级学科,二级学科,三级学科,研究方向,论文,项目,知识产权,奖项,其他成果,已对接需求,团队id,category_id
11865,006450,阮继,编审,肿瘤防治中心（肿瘤医院、肿瘤研究所）,,,,,25668、26481、27029、27644、30280、32965、33109、33113、33114、34555、36283、36693、36995、38613,5776、52243、52467、52521,,591、680、3809、4824、5049、5395、5579、5806、6230、6468、6554、6557、6595、6627、6812、7626、8050、8119、8229、8631、8879、8904、9004,,,384,51
11866,100153,李继玲,副教授,材料科学与工程学院,,,,计算材料科学,3152、5982、19252、23179、23180、26877、31608、33934、36675、40206、41367,14170、19874、30778、32713、35281、35462、37676、39552,,1311,,,6883,62
11867,125229,路静,主治医师,附属第五医院,,,,无,,301,,,,,7747,51
11868,133103,李衡,医师,附属第三医院,,,,无,11856、15129,18484、19106、22561、22905、23422、23426、25423、25663、25668、26904、27293,,,,,7748,51
11869,770169,张文忻,主管技师,中山眼科中心,,,,无,151、3345,6627,,,,,3358,51
11870,830527,黄素琼,主管护师,附属第三医院,,,,无,,,,,,,7749,51
11871,830196,周雪玲,主管护师,附属第三医院,,,,无,,34485、34486,,,,,7750,51
11872,830115,周宇麒,副主任医师,附属第三医院,,,,无,167、13629、26705、41349,4630、18291、20494、24854、25413、28098、36284、36567、38193、38620、39869、41057、41107、43522、43981、45184,,,,,1733,51
11873,017039,吕德坚,副教授,中山医学院,,,,法医物证学,3196、3197、4550、4552、4554、4555、4556、11438、11439、11440、11441、11465、11473、11490、11502、11503、11504、11532、11544、11548、11549、11583、24380、25111、27000、27083、27377、27484、28220、31129、32652、33457、37404、37774、40032,26156、27892、29214、30774、31244、32173、32399、36248、36602、39686、40436、42162、52200,2435、2436,1552、2267、3064、3479、9193,1566、2339,,2900,51
11874,807023,甘剑虹,主管药师,附属第六医院,,,,无,,,,,,,7751,51
11875,815212,彭玲妹,主管护师,附属第一医院,,,,眼科,,,,,,,7752,51
11876,015243,黄曲曲,审计师,审计处,,行政管理,,无,,41302,,,,,7753,149
11877,141037,王钰琦,主管药师,附属第一医院,,,,西药,,23968,,,,,7754,51
11878,051054,卫国红,主治医师,附属第一医院,,,,内分泌内科,29619、41352,7412、14062、15071、16946、22191、22192、22661、22787、27600、27903、29075、30416、32529、34039、36192、36270、36394、38086、39185、40119、42080、43028,,,,,647,51
11879,150050,刘升卫,教授,环境科学与工程学院,环境科学技术及资源科学技术,环境工程学,三废处理与综合利用,环境材料与低碳技术,1688、2146、2524、2891、3208、3212、3213、23003、23923、27420、29759、35821、36635、36703、36741、37059、37551、37907、38014、38055、38957、39159、39623、40007、40245、43945,562、7994、9431、9482、14248、17049、18805、19746、22283、49731,894,2900,,,7755,87
11880,070172,肖楠,助理研究员,法学院（知识产权学院、中英国际海事法学院）,,行政管理,,,25252,4777、31649,,53,,,7326,122
11881,125226,李慧卿,主治医师,附属第五医院,,,,无,,9513,,,,,7756,51
11882,731779,韩芳,会计师,附属第三医院,,,,无,43052,,,,,,5527,149
11883,760354,张秀全,医师,肿瘤防治中心（肿瘤医院、肿瘤研究所）,,,,无,,,,,,,7757,51
11884,731797,潘顺文,主管技师,附属第三医院,,,,无,,,,,,,7758,51
11885,731548,陈琼梅,主管护师,附属第三医院,,,,无,,,,,,,7759,51
11886,731574,蔡霞,主管护师,附属第三医院,,,,无,,,,,,,7760,51
11887,041025,邰强,副主任医师,附属第一医院,,,,器官移植科一区,,9468、24409、27595、29844、30678、30756、32360、32370、32782、33707、33736、33748、34157、34222、34466、35721、35897、35963、36535、36540、37003、37014、37377、37436、38595、38694、38877、39037、40160、42149、42219,,,,,7761,51
11888,804152,黄转宜,主管护师,附属第六医院,,,,无,,,,,,,7762,51
11889,071043,孙保国,副主任医师,附属第一医院,,,,,,15019、15429、17646、17667、18914、20876、21629、21928、22044、23091、24489、24496、25326、28015、30427、30704、33404、33746、34145、34211、34433、34434、36336、42061、45425,,,,,7763,51
11890,720226,陈嘉,主管药师,孙逸仙纪念医院,,,,无,,,,,,,7764,51
11891,141113,潘金成,主治医师,附属第一医院,,,,泌尿外科,,17444、19174、22171、22193、23970、25600,,,,,7765,51
11892,094033,周燕,主治医师,附属第六医院,,,,无,,39908、40452、41656,,,,,7766,51
11893,053054,陆英,副主任医师,附属第三医院,,,,无,,4619、9926、14680、20465、27565、29049,,,,,7767,51
11894,860343,龙浩,教授,肿瘤防治中心（肿瘤医院、肿瘤研究所）,,肿瘤学,,无,686、688、689、15005、15006、15238,746、2328、7447、18201、21895、28608、30650、34218、36365、37417、39041、41686、44977,,,,,271,51
11895,153511,高岩,主治医师,肿瘤防治中心（肿瘤医院、肿瘤研究所）,,,,无,129、627、628,19658、22102,,,,,968,51
11896,730067,陈沛亨,主管药师,附属第三医院,,,,无,,,,,,,7768,51
11897,301023,陈金霞,主管护师,附属第一医院,,,,爱婴区,,,,,,,7769,51
11898,301177,雷小玲,主管护师,附属第一医院,,,,风湿免疫科,,,,,,,7770,51
11899,731598,陈云霞,主管护师,附属第三医院,,,,无,,,,,,,7771,51
11900,180388,李丽,副教授,马克思主义学院,,,,马克思主义意识形态理论,24577、25732、26018、26387、27842、31853、33622、45667、45767、46092、46314,492、627、2862、3082、4219、6737、8399、10306、10341、11505、13667、51533、51535,,1529、1530、3714、6052,529,,7772,121、119
11901,005831,胡燕,讲师（高校）,地理科学与规划学院,,,,城市与区域发展与规划,3209、3210、3211、46947,368、369、24942、28827、37022、37722、41559、45673、45731、46484、46749、47762、49280、50651、52146,,,,,7773,77、139
11902,130174,黎理,助理研究员（高教系列）,生态学院,,,,,,8564、13046、15799、21449、26526,,148、149、172、6893,,1345,7774,74
11903,860580,刘巍巍,副主任医师,肿瘤防治中心（肿瘤医院、肿瘤研究所）,,肿瘤学,,无,,25499、26138、31066、48430,,,,,7775,51
11904,083057,邱敏丽,主治医师,附属第三医院,,,,无,,8747、19086、39898,,,,,7776,51
11905,006886,张宇权,副教授,国际关系学院,,,,东南亚研究、美国研究,35038、41551、42019、42422、42423、42424、42426、42428、42429、42430、42431、42432、42434、42435、42437、42438、42706、42707、43401、43418、43423、43621、43648、43659、46695、46907、46908、46909、46910、46936、46937,13778、16014、17183、18372、18454、24459、24464、32067、33066、33156、33896、33897、35550、35694、36690、36693、37864、42593、42613、43460、46923、50205、50385、50387、50828、50873、50874,,1035、1048、1058、3753、8634、8881,122、963、1086、1340、1916,,7777,120
11906,042003,万云乐,主任医师,附属第六医院,,,,无,15770、16107、19505,19149、20078、23445、23874、24334、25876、26896、34499、42099、43530,,,,,125,51
11907,821459,黎阳,主任医师,孙逸仙纪念医院,,,,无,26801,557、7690、10490、10601、17610、23958、30624、35951、38207、38232、44826、45898、46350、47558,,,,,2010,51
11908,807007,叶国增,主管药师,附属第六医院,,,,无,,,,,,,7778,51
11909,720046,陈树红,主管护师,孙逸仙纪念医院,,,,无,4754,5803、26127,,,,,2339,51
11910,720077,林宝娟,主管护师,孙逸仙纪念医院,,,,无,,,,,,,7779,51
11911,720085,陈艳桃,主管护师,孙逸仙纪念医院,,,,无,,,,,,,7780,51
11912,720257,戎晓敏,主管药师,孙逸仙纪念医院,,,,无,,,,,,,7781,51
11913,720246,陈泓,主管护师,孙逸仙纪念医院,,,,无,,,,,,,7782,51
11914,720304,何欣欣,主管技师,孙逸仙纪念医院,,,,无,,22601、25389,,,,,7783,51
11915,720289,梅维明,主治医师,孙逸仙纪念医院,,,,无,,,,,,,7784,51
11916,850934,李锦笑,主管护师,附属第五医院,,,,无,,,,,,,7785,51
11917,850954,王粤峰,主管护师,附属第五医院,,,,无,,,,,,,7786,51
11918,851019,吴晓春,主管护师,附属第五医院,,,,无,,,,,,,7787,51
11919,851008,姚洁美,主管护师,附属第五医院,,,,无,,,,,,,7788,51
11920,850962,孙燕玲,主管护师,附属第五医院,,,,无,,23890,,,,,7789,51
11921,850970,张晓冬,主管护师,附属第五医院,,,,无,,,,,,,7790,51
11922,850993,张晓霞,主管护师,附属第五医院,,,,无,,,,,,,7791,51
11923,851012,郑杰铭,会计师,附属第五医院,,,,管理会计,28280、28412、32771、33610、33814、36571、43074,,,,,,7792,149
11924,851050,张应武,主管技师,附属第五医院,,,,无,,,,,,,7793,51
11925,215514,庞亮月,主治医师,附属口腔医院,,,,无,,11833,,,,,7794,51
11926,851085,欧建英,主管技师,附属第五医院,,,,无,,,,,,,7795,51
11927,215509,贾筱诗,主治医师,附属口腔医院,,,,无,,4558、11873,,5869、6111、6235、8216,,,7796,51
11928,890844,罗桂芳,会计师,附属第八医院,,,,会计学,3027、3028,,,3227、3228、3229、3230、3231、3232,,,7797,149
11929,851165,何志国,副主任医师,附属第五医院,,,,无,,28436,,,,,7798,51
11930,851158,屈丽波,副主任医师,附属第五医院,,,,无,,36330,,,,,7799,51
11931,851181,张晓平,医师,附属第五医院,,,,无,,,,,,,7800,51
11932,851124,梁建深,主治医师,附属第五医院,,,,无,,,,,,,7801,51
11933,851136,韩强,副主任医师,附属第五医院,,,,无,,,,,,,7802,51
11934,851236,刘学功,副主任药师,附属第五医院,,,,无,,,,,,,7803,51
11935,851203,吴庆,助理研究员,附属第五医院,,,,无,,,,,,,7804,51
11936,851217,杨光伟,副主任医师,附属第五医院,,,,无,,15050、21945、35893、36876、38743、41083、44266,4743,,,,7805,51
11937,821147,张秀颜,助理研究员,孙逸仙纪念医院,,,,无,,,,,,,7806,51
11938,821163,杨勇志,主治医师,孙逸仙纪念医院,,,,无,,42535、43704、45188,,,,,7807,51
11939,821143,梁敏,副主任护师,孙逸仙纪念医院,,,,无,,25266、25452、36070、36152、36432,,,,,7808,51
11940,821176,袁小平,副主任医师,孙逸仙纪念医院,,,,无,,38393、40128、44930、45187、45479,,3169,,,7809,51
11941,821172,黄素芳,主管护师,孙逸仙纪念医院,,,,无,,,,,,,7810,51
11942,821215,刘春霞,副主任药师,孙逸仙纪念医院,,,,无,,20161、20232、23929、24493、36333、38749,,,,,7811,51
11943,821211,朱军,副主任药师,孙逸仙纪念医院,,,,无,,21958、23434、36304、39043、40498、40853,,,,,7812,51
11944,851191,赵晓静,副主任医师,附属第五医院,,,,无,,9525、28437、43954,,,,,7813,51
11945,851314,唐丹,主管护师,附属第五医院,,,,无,,,,,,,7814,51
11946,851294,杨斌,副主任技师,附属第五医院,,,,无,,,,,,,7815,51
11947,851300,王亨莉,主管技师,附属第五医院,,,,无,,,,,,,7816,51
11948,851267,胡亚楠,主管护师,附属第五医院,,,,无,,,,,,,7817,51
11949,851313,金伟端,主管护师,附属第五医院,,,,无,,,,,,,7818,51
11950,851298,麦蕾,主治医师,附属第五医院,,,,无,,,,,,,7819,51
11951,821441,张晋康,主管技师,孙逸仙纪念医院,,,,无,36326,19034、30062、36311,,,,,6614,51
11952,860024,曹蔚玮,助理研究员,肿瘤防治中心（肿瘤医院、肿瘤研究所）,,,,无,,14654、29457、33261、42646、50909,,,,,7820,51
11953,821454,姚和瑞,教授,孙逸仙纪念医院,,,,无,2014、2021、11774、12486、13629、16323、16452、16472、16483、28468、30441、39033,528、3431、4624、5636、8744、9484、11713、13203、17588、17769、18889、20229、20270、22066、23011、23014、23086、26125、27955、28450、28700、29684、31429、34498、36747、37373、37374、38206、38407、38515、38516、38630、38799、38982、38983、39375、40105、40394、40620、40952、41064、42178、42547、44197、44304、45082、45190、45197、51601,,,,,850,51
11954,821456,邓小耿,主任医师,孙逸仙纪念医院,,,,无,,5317、20442、22587、40507、41673、42535、43704、45896、46145,,,,,7821,51
11955,821483,陈小华,研究实习员,孙逸仙纪念医院,,,,无,,,,,,,7822,51
11956,821453,韦育林,副教授,孙逸仙纪念医院,,,,无,,31133、40857、42180、43539、43769、43998、44938、51299,,,,,7823,51
11957,821559,王雪云,主管护师,孙逸仙纪念医院,,,,无,,,,,,,7824,51
11958,821585,聂如琼,主任医师,孙逸仙纪念医院,临床医学,内科学,心血管病学,无,24246、41410,4620、15168、25973、26257、27975、30062、30401、32542、34194、37376、40857、42180、42413、42492、42840、43030、43032、43769、43774、44939、45369、46146、48153、48432,,,,,3140,51
11959,821539,郑秀红,主管护师,孙逸仙纪念医院,,,,无,,,,,,,7825,51
11960,821534,陈乃招,主管护师,孙逸仙纪念医院,,,,无,,23959,,,,,7826,51
11961,821563,魏雪群,主管护师,孙逸仙纪念医院,,,,无,,,,,,,7827,51
11962,821612,吴海华,主管护师,孙逸仙纪念医院,,,,无,,,,,,,7828,51
11963,821602,李燕虹,主管护师,孙逸仙纪念医院,,,,无,,22743、34504、39149、43750,,,,,7829,51
11964,860067,赵雁梨,高级统计师,肿瘤防治中心（肿瘤医院、肿瘤研究所）,,,,无,,,,,,,7830,51
11965,860209,张力,教授,肿瘤防治中心（肿瘤医院、肿瘤研究所）,,肿瘤学,,无,741、746、800、801、6575、15037、15183、15187、30476、36617、37330、38145、40005、40073、40868,2871、3455、4197、4631、9485、10325、10329、13026、13898、18141、19544、19682、19683、20392、20633、21783、23237、25990、27520、27861、28390、29643、30321、30634、30994、31737、32361、32362、34479、35977、38642、39348、39350、41096、41485、42571、42642、44076、44200、46373、47987、48439、48989、48992、51526,81,,,,3683,51
