其他成果id,成果名称,成果类型,日期,归属二级单位名称,成员信息,校内成员账号
2270,物联位置网应用电子地图技术规范,标准,2021-12-01,,曹红杰、景贵飞、岳浩、刘化龙、夏林元（070014）、陈定安（180147）、王韬、李耀忠、肖计划、刘育财、陈本强、吴超宇、杨玥、刘杨、许祥滨、姚望桥,070014、180147
2271,物联位置网倾斜摄影数据技术规范,标准,2021-12-01,,曹红杰、景贵飞、岳浩、刘化龙、夏林元（070014）、陈定安（180147）、王韬、李耀忠、肖计划、刘育财、陈本强、吴超宇、刘春英、刘杨、许祥滨、姚望桥,070014、180147
2272,细菌生物被膜的培养，观测和耐药性评测技术指南,标准,2021-08-06,药学院（深圳）,邓音乐（180718）,180718
2273,领扣型人工角膜,医疗器械注册证书,2021-09-15,,凌莉（014081）,014081
2274,地面标准气候值统计方法,标准,2018-04-01,,李庆祥（170039）、曹丽娟、王伯民、张洪政、熊安元、胡开喜、陈哲、赵琦、周永吉,170039
2275,数字化管理师,标准,2021-10-28,岭南学院,张宏斌（006890）,006890
2276,化橘红药材粉末提取物进入美国药典标准,标准,2020-12-01,生命科学学院,苏薇薇（006654）、李泮霖（167335）、苏畅（06212246）、彭维（069063）、廖弈秋（15110472）,006654
2277,化橘红胎（化橘红珠）质量标准）,标准,2021-02-18,生命科学学院,苏薇薇（006654）、彭维（069063）、李泮霖（167335）、吴灏（207079）、王永刚（020144）、谢诗婷（198179）,006654、020144
2278,分布式光伏发电系统运营安全规程,标准,2020-01-01,物理学院,段春艳（04110363）、曾飞、胡振球、冯泽君、胡昌吉、陈思铭（10212075）、余国保、王学孟（07211868）、孙韵琳（11110361）、姚文杰、李姗、林涛、班群（0313001004）、张万辉、刘书强、董双丽、陈荣荣（12212167）、吴友焕、张凯、刘圣成、林荣超、林志鸿、梁广文、曾婵娟、李维娣、陈文理、梁宗存（060179）,060179
2279,公共图书馆年度报告编制指南 ,标准,2022-01-29,信息管理学院,方家忠、申晓娟、肖鹏（190516）,190516
2280,物联网智能家居 用户界面描述方法,标准,2020-10-11,计算机学院（软件学院）,王斌、谢后贤、王钢、张永刚、程卫东、薛志波、洪佳雄、付伟、徐小凤、邱琦、邢树志、赵建斗、王召福、周凡（020071）、林格（140137）、司兵、黎玉成、居文军、付蔚、钱晓东、李黔蜀、汪壮雄、卢仲宇、陈任、沈燕,020071、140137
2281,基于人工智能语音交互的养老服务平台要求,标准,2021-01-01,计算机学院（软件学院）,卢健、王丹、童丽坤、赵洪良、崔文浩、单雯雯、杨小琴、张一民、吴坎坎、王小钢、霍庆、李康伟、夏咏、刘雯雯、黄林铁、童国炜、杨纾彦、周凡（020071）、王金桥、李飞、朱继平,020071
2282,海水抽水蓄能电站环境影响评价技术规范-中电联标准T CEC 475—2021,标准,2021-06-29,,刘广立（040167）、李定林、王志刚（006215）、向正林、陈炳禄（005233）、章鹏、汤德福（118232）、陈满、於玲蔚（189004）、李建秋、卢耀斌（157094）、彭鹏、郑悦华、刘协亭、张家福、曾俏俏、郑美燕,040167、006215、005233
2283,外科植入物用大剂量辐照交联超高分子量聚乙烯制品,标准,2022-08-04,材料科学与工程学院,付俊（190229）、杨华伟、魏悦、刘洋、田晓雷,190229
2284,信息安全技术网络安全等级保护基本要求,标准,2019-10-01,电子与通信工程学院,周颖（190047）,190047
2285,台山玉,标准,2015-12-26,地球科学与工程学院,丘志力（004505）,004505
2286,蔬菜水果中苯醚甲环唑的快速检测-胶体金免疫层析法,标准,2022-06-16,生物医学工程学院,易长青（110003）,110003
2287,蔬菜水果中茚虫威的快速检测-胶体金免疫层析法,标准,2022-06-16,生物医学工程学院,易长青（110003）,110003
2288,蔬菜水果中氯吡脲的快速检测-胶体金免疫层析法,标准,2022-06-16,生物医学工程学院,易长青（110003）,110003
2289,蔬菜水果中虫酰肼的快速检测-胶体金免疫层析法,标准,2022-06-16,生物医学工程学院,马淑棉、王炳志、涂晓波、付辉、易长青（110003）、黄欣迪、严义勇、陈泽华、张远霞、李双娇、靳保辉、万志刚、马红圳、莫秋华、张鑫、骆和东,110003
2290,蔬菜水果中虫螨腈的快速检测-胶体金免疫层析法,标准,2022-06-16,生物医学工程学院,王炳志、易长青（110003）、靳保辉、李磊、付辉、易冰清、马涛、郑智佳、严义勇、王柯、万志刚、徐梅、徐振林、曾楚怡、王水树、黄永健、李城,110003
2291,无线充电设备的电磁兼容性通用要求和测试方法,标准,2019-07-01,,杜昊、王文俭、董奇峰、刘晓勇、刘建、张俊驰、刘巍、何莹、陈灏、朱怡宁、郭雨、房骥、许瑞琛、李华圣、赵毓斌（200322）、李晓帆,200322
2292,医学影像智能处理规范,标准,2021-06-15,计算机学院（软件学院）,王瑞轩（170075）,170075
2293,低速无人车城市商业运营安全管理规范,标准,2021-10-29,计算机学院（软件学院）,杨金才、夏华夏、曹恺、郭璁、刘煜、郑新、陆晓科、魏波、李扬、王达、庞伟、邓文杰、王雪、杨鹏、徐期林、梁伯栋、吴贺俊（090058）、李和言、潘仲鸣、肖君拥、徐华伟、肖卫东、曾向阳、陈谷、谭筠、朱久艳、方菱、伊丽丽、陈黎明、杨漾、陈锐辉、陈升东、赵忠厚、王君利、张霞、李霞、刘天承、郎丹、张蕾、杨鹏举、刘欢、尹成庆、徐丝鹿、徐驰、黄佩、朱汉平、汪兴、蒋进曦、胡常青、焦胜才、黄勇、张海山、朱鹏、徐封杰、曾子铭、龚边、王永辉、郭大伟、王刚、孔旗、孙荻菲、李钊、彭进展、张明、夏添、熊建、孟树兴、张建宏、黄耀霖、杨光、李靖、张德兆、李志杰、罗沛、芦海涛、许斯亮、胡小波、任学锋、熊伟、吴冬升、王飞仁、徐渠、宋若原、蔡尧、董万亮、查诚、王瀚基、严明、乔贞美、卢波、梁宇恒、李潇波、赵勍、夏舸、王石宝、张玉良、秦玉学、杨苡、石燕彪、孙国明、程逵、钱晓东、钟严军、孟曦、李大林、雷祖芳、刘鹏、吴勇军、钟小明、王晨智嘉、陈新市、勾海鹏、高一颠、吴雷、钟德刚、陈卫兵、王鲁佳、李作泉、柏林、肖湘江、黄青洪、喻放,090058
2294,公共建筑集中空调自控系统技术规程,标准,2019-12-02,,刘俊跃、吴大农、卢振、高殿策（160188）、黄建辉、邢云梁、匡付华、 王琳、康庄、谭文胜、郁辉球、谭志雄、夏南琪、何 影、傅建平、谭建明、任中俊、王丽君,160188
2295,国家级一流本科课程,标准,2020-11-01,博雅学院（通识教育部）,胡劲茵（110143）,110143
2296,智能电视适老化设计技术要求,标准,2021-06-29,,赵晓莺、郝亚斌、冯晓曦、彭健锋、于磊、张曼华、陈益军、王平松、黄卫东、毛明海、罗少锋、陈讯、程宏、吴术霞、许康太、来航曼、余佩颖、高立发、黄林轶、杨佳翼、许洁萍、王永春、周智恒、周凡（020071）、田有隆、钟俊、金锐、赵洪良、唐诗倩、江润、冯辉、李骞、冯艳丽、蔡佳、李 波、秦晨萌、林格（140137）、于立、张冉、张利利,020071、140137
2297,区块链金融应用规范 金融慈善,标准,2022-07-14,,卞静（005943）,005943
2298,地表温度遥感产品真实性检验,标准,2022-07-11,,李召良、唐伯惠、吴骅、周成虎、李传荣、邱实、尚国琲、钱永刚、段四波、刘照言、阎广建、刘向阳、范锦龙、张仁华、冷佩、赵伟、任华忠、唐荣林、柳钦火、郑小坡（200242）、姜小光、赵恩宇、高懋芳、张霞、于文凭,200242
2299,智慧城建档案馆基础设施规范,标准,2022-12-22,信息管理学院,聂勇浩（030090）、易慧慧（22211773）、张俊杰（19358077）,030090
2300,测试,标准,2020-11-4,人力资源管理处,严寒（199335）,199335
2301,人类疾病模型制备与应用规范概要,标准,2022-11-26,中山医学院,黄朝峰（100009）,100009
2302,人类疾病模型技术体系,标准,2022-11-26,中山医学院,黄朝峰（100009）,100009
2303,法庭科学 X-STR检验技术方法,标准,2022-03-09,中山医学院,孙宏钰（012082）,012082
2304,大型医用设备运营绩效评价规范,标准,2022-06-27,,丁朝霞（163506）、吴婉雪（760315）、刘倩韵（183533）、黄佼琪（213637）、林蕴琦（762159）,163506、760315、183533
2305,医疗机构污水处理运维管理规范,标准,2022-10-17,,肖佑升（761503）、马海平、褚连成、廖勇、江有才、刘念、毛淦民、陈文福、王敏（051051）、张卓宇、廖勇强、郭训文、司徒炳溢、李灏曦、胡奠新、李跃进、朱炳强（801018）、伍娟（181385）、袁峻、林泉标、杨鹏坤、何瑞瑛、陈佳茵、高博、刘俊勇、孔丽丽（103611）,051051、103611
2306,医疗机构放疗中心建设标准,标准,2022-09-01,,彭望清（860005）、辜锦燕（760170）、温俊（761298）,860005
2307,医疗建筑通风与空调系统维护保养工作规范,标准,2022-04-29,,包海峰（873051）、陈楚生、杭海、王文涛、吴叠恩、杨伟雄（724322）、阮伟其（730018）、列润洪、代佳伟（185501）、张志雄、吴雄志、黄街杰、陈志杰、吕鹏（142088）、陈平、王武军、邓福生、吴海城、罗聪亮、周红贵、曾兆鹏、丘文锋、王敏（051051）、李银锋、陈沁泽、杜芹、梁芷华（771011）、王长明,142088、051051
2308, 城镇排水管道非开挖修复工程施工及验收规程标准,标准,2021-01-20,,马保松（190178）,190178
2309,ISO 11298-11 ,标准,2023-01-10,土木工程学院,马保松（190178）,190178
2310,地下供水管道非开挖修复用塑料管道系统 第一部分 总则,标准,2023-04-09,土木工程学院,马保松（190178）,190178
2311,中山大学科技成果转化技术经理人,标准,2020-11-21,,谢新敏（163508）,163508
2312,帧内模板匹配,标准,2020-5-23,微电子科学与技术学院,张恒、梁凡（006684）、王军（120267）,006684
2313,司法鉴定技术规范，精神障碍者受审能力评定指南,标准,2018-11-8,中山医学院,赵虎（080019）、时燕薇（120295）,080019、120295
2314,油甘果五仁茶（固体饮料）,标准,2013-4-1,,朱建梅、俞励平（013046）、曹维（015169）,013046
2315,国家级教学成果奖二等奖证书,标准,2018-12-15,,吴宁（120246）,120246
2316,信息技术 云计算 平台即服务部署要求,标准,2020-3-1,计算机学院（软件学院）,温武少（090022）,090022
2317,物联网智能家居 用户界面描述方法,标准,2020-10-11,计算机学院（软件学院）,周凡（020071）、林格（140137）,020071、140137
2318,农村留守人群社会工作服务规范,标准,2020-8-15,社会学与人类学学院,雷杰（120242）,120242
2319,医疗健康大数据平台信息资源共享目录,标准,2018-4-28,,周毅（014179）、高昭昇、王磊、王文辉、朱卫东、石建军、李湘庭、汤斌、 林格、胡珊、董楠、徐静、马淑雯、薛凯军、王哲、李琳。,014179
2320,信息技术 云计算 云服务采购指南,标准,2020-03-01,计算机学院（软件学院）,杨丽蕴、周平、吕晖、周启明、饶通宇、郝铁、潘正泰、张敏、赵华、郑善龙、刘峤、闵震强、王文岩、贾立国、徐东、王泽胜、刘成龙、张卫中、程海旭、谭思敏、王春涛、郑文雯、张亚辉、陈志峰、温武少（090022）、祁学颖、张大江、刘晨、吴涛、万海（006760）、朱勇、但强、陈行、刘畅、赵江、赵光亮、易晶晶、侯大鹏、陈刚、杨鹏、梁钢、谢天杰、李宁,090022、006760
2321,信息技术 云计算 云际计算参考架构,标准,2019-3-28,计算机学院（软件学院）,温武少（090022）,090022
2322,国际功能、残疾和健康分类康复组合（ICF-RS）评定标准,标准,2020-12-14,,燕铁斌（821241）、章马兰、高焱、于佳妮（196600）、眭明红、沈威、李泰标、何晓阔、金冬梅（822104）、马超（822052）、向云、王玉龙、吕晓、尤黎明（9210206）,822104、822052
2323,裸眼立体显示器第1部分：光学参数测量方法,标准,2015-2-11,,张洁、周建英（004821）、王嘉辉（020094）、张鹏、邓玉桃、陈炜庆、李育豪、杨波、谢俊国、雷波、刘礼丰、李一洲、蒋吉强、焦春生、庞志勇,020094
2324,新冠病毒IgG/IgM抗体检测试剂盒（胶体金法）,医疗器械注册证书,2020-4-30,公共卫生学院,陈泽良（190354）,190354
2325,水产复合预混合饲料Ⅲ企业标准,标准,2017-3-5,生命科学学院,牛津（150162）、王寒,150162
2326,表面化学分析 扫描探针显微镜数据传输格式,标准,2018-3-15,,陈建（005405）、龚力（070193）、丁喜冬（004765）、谢方艳（050121）、洪松、张卫红（001645）、张浩（149129）,004765
2327,用户侧电能质量在线监测装置及接入系统 技术规范,标准,2020-08-25,物理学院,郭成、王昕、吴丹岳、姚东方、汪颖、徐志、金庆忍、段军鹏、高敏、张逸、刘朋、韩杨、邓剑琪、卓放、黄炜、周凯、王庆斌、常潇、陈昌友、袁野、董荷楠、王海云、付青（060077）、赵哈,060077
2328,低压混合式动态无功补偿装置,标准,2019-7-31,物理学院,王江涛、刘朋、朱明星、陈国栋、卓放、王森、黎忠琼、范福在、涂晓凯、张 四海、郑永利、仲隽伟、王海涛、邓剑琪、张新红、付青（060077）、王冬梅、李胜辉、仉志华、崔永棚、孙林波、虞增成、黄扬琪、唐酿、王语洁、楚红波、胡文平、王博文、雷达、周凯、张再驰、季晓春、曼苏乐、赵哈,060077
